loss,delay,fast_recovery,md5_hash,ttc
1,0,1,fdf71b564a672fe4a624251fb365ec26,0.051407814025878906
1,0,1,fdf71b564a672fe4a624251fb365ec26,0.04932570457458496
1,0,1,fdf71b564a672fe4a624251fb365ec26,0.05880570411682129
1,0,1,fdf71b564a672fe4a624251fb365ec26,0.05412721633911133
1,0,1,fdf71b564a672fe4a624251fb365ec26,0.05277824401855469
1,0,0,fdf71b564a672fe4a624251fb365ec26,1.0437767505645752
1,0,0,fdf71b564a672fe4a624251fb365ec26,1.0560004711151123
1,0,0,fdf71b564a672fe4a624251fb365ec26,1.0456929206848145
1,0,0,fdf71b564a672fe4a624251fb365ec26,0.049688100814819336
1,0,0,fdf71b564a672fe4a624251fb365ec26,2.055555820465088
1,20,1,fdf71b564a672fe4a624251fb365ec26,0.5033957958221436
1,20,1,fdf71b564a672fe4a624251fb365ec26,0.5467953681945801
1,20,1,fdf71b564a672fe4a624251fb365ec26,0.49767541885375977
1,20,1,fdf71b564a672fe4a624251fb365ec26,0.4556269645690918
1,20,1,fdf71b564a672fe4a624251fb365ec26,0.4568483829498291
1,20,0,fdf71b564a672fe4a624251fb365ec26,0.4516744613647461
1,20,0,fdf71b564a672fe4a624251fb365ec26,0.4570307731628418
1,20,0,fdf71b564a672fe4a624251fb365ec26,2.5497279167175293
1,20,0,fdf71b564a672fe4a624251fb365ec26,0.46186208724975586
1,20,0,fdf71b564a672fe4a624251fb365ec26,1.5004465579986572
1,40,1,fdf71b564a672fe4a624251fb365ec26,0.9428150653839111
1,40,1,fdf71b564a672fe4a624251fb365ec26,0.9428296089172363
1,40,1,fdf71b564a672fe4a624251fb365ec26,0.8598008155822754
1,40,1,fdf71b564a672fe4a624251fb365ec26,0.9529616832733154
1,40,1,fdf71b564a672fe4a624251fb365ec26,0.9412903785705566
1,40,0,fdf71b564a672fe4a624251fb365ec26,0.8565096855163574
1,40,0,fdf71b564a672fe4a624251fb365ec26,0.8579866886138916
1,40,0,fdf71b564a672fe4a624251fb365ec26,0.8546187877655029
1,40,0,fdf71b564a672fe4a624251fb365ec26,1.9571311473846436
1,40,0,fdf71b564a672fe4a624251fb365ec26,0.8559870719909668
1,60,1,fdf71b564a672fe4a624251fb365ec26,1.2561664581298828
1,60,1,fdf71b564a672fe4a624251fb365ec26,1.2622003555297852
1,60,1,fdf71b564a672fe4a624251fb365ec26,2.390497922897339
1,60,1,fdf71b564a672fe4a624251fb365ec26,1.26621675491333
1,60,1,fdf71b564a672fe4a624251fb365ec26,1.254133939743042
1,60,0,fdf71b564a672fe4a624251fb365ec26,1.2805671691894531
1,60,0,fdf71b564a672fe4a624251fb365ec26,2.378182888031006
1,60,0,fdf71b564a672fe4a624251fb365ec26,2.384716510772705
1,60,0,fdf71b564a672fe4a624251fb365ec26,1.2615525722503662
1,60,0,fdf71b564a672fe4a624251fb365ec26,1.269655466079712
1,80,1,fdf71b564a672fe4a624251fb365ec26,1.666182518005371
1,80,1,fdf71b564a672fe4a624251fb365ec26,1.6621406078338623
1,80,1,fdf71b564a672fe4a624251fb365ec26,1.6637709140777588
1,80,1,fdf71b564a672fe4a624251fb365ec26,1.838320255279541
1,80,1,fdf71b564a672fe4a624251fb365ec26,1.8159480094909668
1,80,0,fdf71b564a672fe4a624251fb365ec26,2.824458122253418
1,80,0,fdf71b564a672fe4a624251fb365ec26,1.670447826385498
1,80,0,fdf71b564a672fe4a624251fb365ec26,1.657790184020996
1,80,0,fdf71b564a672fe4a624251fb365ec26,2.822819232940674
1,80,0,fdf71b564a672fe4a624251fb365ec26,4.309523582458496
1,100,1,fdf71b564a672fe4a624251fb365ec26,2.0519826412200928
1,100,1,fdf71b564a672fe4a624251fb365ec26,2.059682846069336
1,100,1,fdf71b564a672fe4a624251fb365ec26,2.0620803833007812
1,100,1,fdf71b564a672fe4a624251fb365ec26,2.055260181427002
1,100,1,fdf71b564a672fe4a624251fb365ec26,2.0627987384796143
1,100,0,fdf71b564a672fe4a624251fb365ec26,3.2714812755584717
1,100,0,fdf71b564a672fe4a624251fb365ec26,3.455814838409424
1,100,0,fdf71b564a672fe4a624251fb365ec26,2.0583250522613525
1,100,0,fdf71b564a672fe4a624251fb365ec26,3.464327096939087
1,100,0,fdf71b564a672fe4a624251fb365ec26,2.060345411300659
1,120,1,fdf71b564a672fe4a624251fb365ec26,2.461878538131714
1,120,1,fdf71b564a672fe4a624251fb365ec26,2.4577319622039795
1,120,1,fdf71b564a672fe4a624251fb365ec26,3.186708688735962
1,120,1,fdf71b564a672fe4a624251fb365ec26,2.458815097808838
1,120,1,fdf71b564a672fe4a624251fb365ec26,2.4593071937561035
1,120,0,fdf71b564a672fe4a624251fb365ec26,2.4622931480407715
1,120,0,fdf71b564a672fe4a624251fb365ec26,2.4595787525177
1,120,0,fdf71b564a672fe4a624251fb365ec26,3.939570188522339
1,120,0,fdf71b564a672fe4a624251fb365ec26,3.941926956176758
1,120,0,fdf71b564a672fe4a624251fb365ec26,3.704545736312866
1,140,1,fdf71b564a672fe4a624251fb365ec26,3.141965627670288
1,140,1,fdf71b564a672fe4a624251fb365ec26,2.8601229190826416
1,140,1,fdf71b564a672fe4a624251fb365ec26,3.1429216861724854
1,140,1,fdf71b564a672fe4a624251fb365ec26,2.855520486831665
1,140,1,fdf71b564a672fe4a624251fb365ec26,2.8542590141296387
1,140,0,fdf71b564a672fe4a624251fb365ec26,2.8656649589538574
1,140,0,fdf71b564a672fe4a624251fb365ec26,4.152434349060059
1,140,0,fdf71b564a672fe4a624251fb365ec26,2.8557252883911133
1,140,0,fdf71b564a672fe4a624251fb365ec26,2.8608341217041016
1,140,0,fdf71b564a672fe4a624251fb365ec26,2.8535609245300293
1,160,1,fdf71b564a672fe4a624251fb365ec26,3.575464963912964
1,160,1,fdf71b564a672fe4a624251fb365ec26,3.2589919567108154
1,160,1,fdf71b564a672fe4a624251fb365ec26,3.5829579830169678
1,160,1,fdf71b564a672fe4a624251fb365ec26,3.5837299823760986
1,160,1,fdf71b564a672fe4a624251fb365ec26,4.91269850730896
1,160,0,fdf71b564a672fe4a624251fb365ec26,4.5812225341796875
1,160,0,fdf71b564a672fe4a624251fb365ec26,4.909229755401611
1,160,0,fdf71b564a672fe4a624251fb365ec26,4.584283351898193
1,160,0,fdf71b564a672fe4a624251fb365ec26,3.264965534210205
1,160,0,fdf71b564a672fe4a624251fb365ec26,3.272512435913086
1,180,1,fdf71b564a672fe4a624251fb365ec26,3.6602609157562256
1,180,1,fdf71b564a672fe4a624251fb365ec26,3.663803815841675
1,180,1,fdf71b564a672fe4a624251fb365ec26,4.0177061557769775
1,180,1,fdf71b564a672fe4a624251fb365ec26,5.381254196166992
1,180,1,fdf71b564a672fe4a624251fb365ec26,3.6611924171447754
1,180,0,fdf71b564a672fe4a624251fb365ec26,5.022512912750244
1,180,0,fdf71b564a672fe4a624251fb365ec26,5.019464015960693
1,180,0,fdf71b564a672fe4a624251fb365ec26,3.658514976501465
1,180,0,fdf71b564a672fe4a624251fb365ec26,3.6558754444122314
1,180,0,fdf71b564a672fe4a624251fb365ec26,3.6554553508758545
1,200,1,fdf71b564a672fe4a624251fb365ec26,4.4618165493011475
1,200,1,fdf71b564a672fe4a624251fb365ec26,5.472170352935791
1,200,1,fdf71b564a672fe4a624251fb365ec26,4.063324928283691
1,200,1,fdf71b564a672fe4a624251fb365ec26,4.453062057495117
1,200,1,fdf71b564a672fe4a624251fb365ec26,4.05837869644165
1,200,0,fdf71b564a672fe4a624251fb365ec26,6.871861696243286
1,200,0,fdf71b564a672fe4a624251fb365ec26,7.2667930126190186
1,200,0,fdf71b564a672fe4a624251fb365ec26,4.0560595989227295
1,200,0,fdf71b564a672fe4a624251fb365ec26,7.263570785522461
1,200,0,fdf71b564a672fe4a624251fb365ec26,4.063544988632202
