loss,delay,fast_recovery,md5_hash,ttc
0.0,20,0,37cfe51f125b935e8305b88e5ab6275a,1.2907824516296387
0.0,20,0,37cfe51f125b935e8305b88e5ab6275a,1.3470778465270996
0.0,20,0,37cfe51f125b935e8305b88e5ab6275a,1.3895671367645264
0.0,20,0,37cfe51f125b935e8305b88e5ab6275a,1.3762297630310059
0.0,20,0,37cfe51f125b935e8305b88e5ab6275a,1.1493031978607178
0.0,20,1,37cfe51f125b935e8305b88e5ab6275a,1.2593319416046143
0.0,20,1,37cfe51f125b935e8305b88e5ab6275a,1.1384022235870361
0.0,20,1,37cfe51f125b935e8305b88e5ab6275a,1.2507128715515137
0.0,20,1,37cfe51f125b935e8305b88e5ab6275a,1.2083556652069092
0.0,20,1,37cfe51f125b935e8305b88e5ab6275a,1.202854871749878
0.5,20,0,37cfe51f125b935e8305b88e5ab6275a,3.9479711055755615
0.5,20,0,37cfe51f125b935e8305b88e5ab6275a,2.5705602169036865
0.5,20,0,37cfe51f125b935e8305b88e5ab6275a,2.4843523502349854
0.5,20,0,37cfe51f125b935e8305b88e5ab6275a,3.4400582313537598
0.5,20,0,37cfe51f125b935e8305b88e5ab6275a,3.757517099380493
0.5,20,1,37cfe51f125b935e8305b88e5ab6275a,1.3164172172546387
0.5,20,1,37cfe51f125b935e8305b88e5ab6275a,1.3913617134094238
0.5,20,1,37cfe51f125b935e8305b88e5ab6275a,1.5533335208892822
0.5,20,1,37cfe51f125b935e8305b88e5ab6275a,1.407442331314087
0.5,20,1,37cfe51f125b935e8305b88e5ab6275a,1.4305305480957031
1.0,20,0,37cfe51f125b935e8305b88e5ab6275a,4.776547431945801
1.0,20,0,37cfe51f125b935e8305b88e5ab6275a,3.4747982025146484
1.0,20,0,37cfe51f125b935e8305b88e5ab6275a,3.9794061183929443
1.0,20,0,37cfe51f125b935e8305b88e5ab6275a,4.367544174194336
1.0,20,0,37cfe51f125b935e8305b88e5ab6275a,4.670236587524414
1.0,20,1,37cfe51f125b935e8305b88e5ab6275a,2.345599889755249
1.0,20,1,37cfe51f125b935e8305b88e5ab6275a,1.6471350193023682
1.0,20,1,37cfe51f125b935e8305b88e5ab6275a,1.5905630588531494
1.0,20,1,37cfe51f125b935e8305b88e5ab6275a,1.7745387554168701
1.0,20,1,37cfe51f125b935e8305b88e5ab6275a,1.7647316455841064
1.5,20,0,37cfe51f125b935e8305b88e5ab6275a,4.91600775718689
1.5,20,0,37cfe51f125b935e8305b88e5ab6275a,4.513057470321655
1.5,20,0,37cfe51f125b935e8305b88e5ab6275a,4.645965099334717
1.5,20,0,37cfe51f125b935e8305b88e5ab6275a,5.232659578323364
1.5,20,0,37cfe51f125b935e8305b88e5ab6275a,5.122118949890137
1.5,20,1,37cfe51f125b935e8305b88e5ab6275a,2.274357318878174
1.5,20,1,37cfe51f125b935e8305b88e5ab6275a,2.0125203132629395
1.5,20,1,37cfe51f125b935e8305b88e5ab6275a,2.067694664001465
1.5,20,1,37cfe51f125b935e8305b88e5ab6275a,2.1041667461395264
1.5,20,1,37cfe51f125b935e8305b88e5ab6275a,2.363957405090332
2.0,20,0,37cfe51f125b935e8305b88e5ab6275a,4.979917049407959
2.0,20,0,37cfe51f125b935e8305b88e5ab6275a,5.01640510559082
2.0,20,0,37cfe51f125b935e8305b88e5ab6275a,6.087359428405762
2.0,20,0,37cfe51f125b935e8305b88e5ab6275a,5.9592673778533936
2.0,20,0,37cfe51f125b935e8305b88e5ab6275a,6.633942604064941
2.0,20,1,37cfe51f125b935e8305b88e5ab6275a,2.946431875228882
2.0,20,1,37cfe51f125b935e8305b88e5ab6275a,2.5310356616973877
2.0,20,1,37cfe51f125b935e8305b88e5ab6275a,2.4305100440979004
2.0,20,1,37cfe51f125b935e8305b88e5ab6275a,3.082063674926758
2.0,20,1,37cfe51f125b935e8305b88e5ab6275a,2.673478126525879
2.5,20,0,37cfe51f125b935e8305b88e5ab6275a,8.217693567276001
2.5,20,0,37cfe51f125b935e8305b88e5ab6275a,5.328779458999634
2.5,20,0,37cfe51f125b935e8305b88e5ab6275a,5.574808359146118
2.5,20,0,37cfe51f125b935e8305b88e5ab6275a,6.081368446350098
2.5,20,0,37cfe51f125b935e8305b88e5ab6275a,5.494482755661011
2.5,20,1,37cfe51f125b935e8305b88e5ab6275a,2.886324405670166
2.5,20,1,37cfe51f125b935e8305b88e5ab6275a,3.4098987579345703
2.5,20,1,37cfe51f125b935e8305b88e5ab6275a,2.4495389461517334
2.5,20,1,37cfe51f125b935e8305b88e5ab6275a,3.1603710651397705
2.5,20,1,37cfe51f125b935e8305b88e5ab6275a,3.513298749923706
3.0,20,0,37cfe51f125b935e8305b88e5ab6275a,7.104934215545654
3.0,20,0,37cfe51f125b935e8305b88e5ab6275a,6.155855178833008
3.0,20,0,37cfe51f125b935e8305b88e5ab6275a,7.658670663833618
