loss,delay,fast_recovery,md5_hash,ttc
1,0,0,45b6ccd859bd8fa2db6925529d71f31a,0.43230319023132324
1,0,0,45b6ccd859bd8fa2db6925529d71f31a,0.45677995681762695
1,0,0,45b6ccd859bd8fa2db6925529d71f31a,2.5383095741271973
1,0,0,45b6ccd859bd8fa2db6925529d71f31a,0.456179141998291
1,0,0,45b6ccd859bd8fa2db6925529d71f31a,0.5591940879821777
1,0,1,45b6ccd859bd8fa2db6925529d71f31a,0.49611878395080566
1,0,1,45b6ccd859bd8fa2db6925529d71f31a,0.5989696979522705
1,0,1,45b6ccd859bd8fa2db6925529d71f31a,0.7250123023986816
1,0,1,45b6ccd859bd8fa2db6925529d71f31a,0.4474337100982666
1,0,1,45b6ccd859bd8fa2db6925529d71f31a,0.4316272735595703
1,20,0,45b6ccd859bd8fa2db6925529d71f31a,1.5980024337768555
1,20,0,45b6ccd859bd8fa2db6925529d71f31a,1.5498301982879639
1,20,0,45b6ccd859bd8fa2db6925529d71f31a,1.5769035816192627
1,20,0,45b6ccd859bd8fa2db6925529d71f31a,0.5384821891784668
1,20,0,45b6ccd859bd8fa2db6925529d71f31a,0.5234889984130859
1,20,1,45b6ccd859bd8fa2db6925529d71f31a,0.5369024276733398
1,20,1,45b6ccd859bd8fa2db6925529d71f31a,0.6533327102661133
1,20,1,45b6ccd859bd8fa2db6925529d71f31a,0.5217740535736084
1,20,1,45b6ccd859bd8fa2db6925529d71f31a,0.6462986469268799
1,20,1,45b6ccd859bd8fa2db6925529d71f31a,0.5557172298431396
1,40,0,45b6ccd859bd8fa2db6925529d71f31a,0.6446173191070557
1,40,0,45b6ccd859bd8fa2db6925529d71f31a,0.6139092445373535
1,40,0,45b6ccd859bd8fa2db6925529d71f31a,0.6575016975402832
1,40,0,45b6ccd859bd8fa2db6925529d71f31a,0.6151425838470459
1,40,0,45b6ccd859bd8fa2db6925529d71f31a,0.6132948398590088
1,40,1,45b6ccd859bd8fa2db6925529d71f31a,0.5924875736236572
1,40,1,45b6ccd859bd8fa2db6925529d71f31a,0.700110673904419
1,40,1,45b6ccd859bd8fa2db6925529d71f31a,1.6322946548461914
1,40,1,45b6ccd859bd8fa2db6925529d71f31a,0.6711893081665039
1,40,1,45b6ccd859bd8fa2db6925529d71f31a,0.6251897811889648
1,60,0,45b6ccd859bd8fa2db6925529d71f31a,0.7220859527587891
1,60,0,45b6ccd859bd8fa2db6925529d71f31a,0.6603775024414062
1,60,0,45b6ccd859bd8fa2db6925529d71f31a,0.6380898952484131
1,60,0,45b6ccd859bd8fa2db6925529d71f31a,0.6746861934661865
1,60,0,45b6ccd859bd8fa2db6925529d71f31a,0.7029054164886475
1,60,1,45b6ccd859bd8fa2db6925529d71f31a,0.6951518058776855
1,60,1,45b6ccd859bd8fa2db6925529d71f31a,0.7097399234771729
1,60,1,45b6ccd859bd8fa2db6925529d71f31a,1.93654465675354
